ID,literal,Meanings
7106,埡,['character used in place names']
7107,堌,"['dam', 'dike', 'used in place names']"
7108,堍,[]
7109,堛,[]
7110,堞,['plate']
7111,堟,[]
7112,堠,"['battlements', 'battlemented walls']"
7113,堦,"['stairs', 'flight of steps', 'degree', 'class', 'rank', 'step']"
7114,堧,['adjoin']
7115,堭,"['dry moat outside a city wall', 'dry ditch']"
7116,堲,['hate']
7117,堹,[]
7118,堿,['salty']
7119,塉,[]
7120,塌,"['fall in ruins', 'collapse']"
7121,塍,[]
7122,塏,['high and dry place']
7123,塐,"['model in clay', 'sculpt', 'plastics']"
7124,塕,['gust of wind']
7125,塟,[]
7126,塡,"['fill in', 'fill up', 'make good']"
7127,塤,['instrument']
7128,塧,[]
7129,塨,[]
7130,塸,[]
7131,塼,['brick']
7132,塿,['small mound']
7133,墀,"['porch', 'courtyard', 'steps leading']"
7134,墁,"['to plaster', 'to pave']"
7135,墇,[]
7136,墈,['cliff']
7137,墉,"['wall', 'fortified wall', 'small wall']"
7138,墊,"['advance money', 'pay for another']"
7139,墌,[]
7140,墍,"['paint', 'decorate']"
7141,墏,[]
7142,墐,"['build with soil', 'plaster over with soil']"
7143,墔,[]
7144,墖,[]
7145,墝,['stony']
7146,墠,"['smooth', 'hard spot made level for sacrificial altar']"
7147,墡,[]
7148,墢,[]
7149,墦,['tomb']
7150,墩,"['heap', 'mound', 'block of stone']"
7151,墱,[]
7152,墲,[]
7153,壄,[]
7154,墼,[]
7155,壂,[]
7156,壈,['disappointed']
7157,壍,"['moat around a city', 'channel']"
7158,壎,['instrument']
7159,壐,"['the Imperial signet', 'the great seal']"
7160,壒,['dust']
7161,壔,"['mound', 'tumulus', 'cylinder', 'fort']"
7162,壖,['open space along water']
7163,壚,"['black clods of earth', 'shop', 'hut']"
7164,壝,"['mound', 'embankment', 'the earthen altar to the god of the soil']"
7165,壡,[]
7166,壢,[]
7167,壩,"['embankment', 'dam']"
7168,壳,"['casing', 'shell', 'husk']"
7169,夅,"['to descend', 'to come down from heaven', 'to send down']"
7170,夆,['resist']
7171,夋,[]
7172,夌,"['to dawdle', 'the name of the father of the Emperor Yao']"
7173,夒,[]
7174,夓,[]
7175,夔,"['one-legged monster', 'walrus']"
7176,虁,[]
7177,夝,[]
7178,夡,[]
7179,夣,"['dream', 'to dream', 'visionary', 'stupid']"
7180,夤,"['distant place', 'remote', 'deep']"
7181,夨,[]
7182,夯,"['heavy load', 'burden', 'lift up']"
7183,夰,[]
7184,夳,[]
7185,夵,[]
7186,夶,[]
7187,夿,[]
7188,奃,[]
7189,奆,[]
7190,奒,[]
7191,奓,['extravagant']
7192,奙,[]
7193,奛,"['opening', 'radiant']"
7194,奝,['large']
7195,奞,['the stride made by a man']
7196,奟,[]
7197,奡,['arrogant']
7198,奣,[]
7199,奫,[]
7200,奭,"['red', 'anger', 'ire', 'surname']"
7201,奯,[]
7202,奲,[]
7203,奵,"[""used in women's names""]"
7204,奶,"['milk', ""woman's breasts"", 'nurse']"
7205,她,"['she', 'her']"
7206,奻,"['quarrel', 'dispute']"
7207,奼,"['young girl', 'maiden', 'virgin', 'beautiful woman', 'charming and beautiful']"
7208,妋,"['ovetous', 'lustful', 'show an expression of deep resentment', 'term of endearment for boys', 'married couple', 'spouses']"
7209,妌,[]
7210,妎,[]
7211,妒,"['jealous', 'envious']"
7212,妕,[]
7213,妗,"[""wife of mother's brother""]"
7214,妟,"['to be at ease', 'clear and balmy']"
7215,妤,"['beautiful', 'fair', 'handsome']"
7216,妧,[]
7217,妭,[]
7218,妮,"['maid', 'servant girl', 'cute girl']"
7219,妯,"[""wives of one's brothers"", 'sister-in-law']"
7220,妰,[]
7221,妳,['you (female)']
7222,妷,[]
7223,妺,['wife of the last ruler of the Xia dynasty']
7224,妼,"['exceedingly feminine', 'lady attendant', 'maid']"
7225,姁,['beauty']
7226,姃,['presentable woman']
7227,姄,[]
7228,姈,"['wise woman', 'sage woman']"
7229,姊,['elder sister']
7230,姍,"['slander', 'ridicule', 'proceed slowly']"
7231,姒,['wife of elder brother']
7232,姝,['beautiful girl']
7233,姞,['concubine']
7234,姟,[]
7235,姣,"['beautiful', 'handsome', 'pretty']"
7236,姤,"['mate', 'copulate', 'good']"
7237,姧,"['wicked', 'mischief', 'seduce', 'rape', 'noisy']"
7238,姮,['lady']
7239,姯,[]
7240,姱,"['beautiful', 'handsome', 'elegant']"
7241,姲,[]
7242,姴,[]
7243,姷,[]
7244,娀,"['name of a concubine of Di Ku', 'father of the mythical Yao']"
7245,娄,"['surname', 'constellation', 'to wear']"
7246,娌,"[""brother's wife""]"
7247,娍,"['slender, beautiful body']"
7248,娎,[]
7249,娒,['matron']
7250,娓,"['comply', 'complying', 'agreeable']"
7251,娞,[]
7252,娣,"['younger sister', 'sister-in-law']"
7253,娤,['dress up']
7254,娧,['good looking']
7255,娨,[]
7256,娪,[]
7257,娭,"['to play around', 'to joke around', 'be delighted', 'maid servant']"
7258,娰,[]
7259,婄,[]
7260,婅,[]
7261,婇,[]
7262,婈,[]
7263,婌,[]
7264,婐,['maid']
7265,婕,['handsome']
7266,婞,['hate']
7267,婣,"['marriage connections', 'bride']"
7268,婥,['beautiful']
7269,婧,"['modest', 'supple']"
7270,婭,['mutual term of address']
7271,婷,"['pretty', 'attractive', 'graceful']"
7272,婺,['name of a star']
7273,婻,[]
7274,婾,['handsome']
7275,媋,[]
7276,媐,[]
7277,媓,[]
7278,媖,"['beauty', 'beautiful']"
7279,媙,[]
7280,媜,['used in female names']
7281,媞,['at ease']
7282,媟,"['lust after', 'act indecently', 'lewd']"
7283,媠,"['beautiful', 'lazy', 'languid']"
7284,媢,"['be jealous of', 'be envious']"
7285,媧,['mythological snail goddess']
7286,媬,[]
7287,媱,"['good looking', 'to play as one pleases']"
7288,媲,"['marry off', 'pair', 'match', 'compare']"
7289,媳,['daughter-in-law']
7290,媵,"['maid who accompanies bride to her new home', 'to escort a concubine']"
7291,媸,['an ugly woman']
7292,媺,['beautiful']
7293,媻,['to move']
7294,媿,"['ashamed', 'conscience-stricken']"
7295,嫄,"[""an ancient emperor's mother's name"", 'Qiang Yuan, consort to Gu']"
7296,嫆,[]
7297,嫈,['lady']
7298,嫏,"['the place where the Supreme Being stores his books', 'library']"
7299,嫚,"['scorn', 'despise', 'be rude', 'affront']"
7300,嫜,"['father in law', 'older brother in law', 'jealousy']"
7301,嫠,['widow']
7302,嫥,"['wholly', 'solely', 'entirely', 'lovey', 'cute', 'gather', 'collect', 'put in order']"
7303,嫪,['hanker']
7304,嫮,['beautiful girl']
7305,嫵,"['charming', 'enchanting']"
7306,嫶,[]
7307,嫽,['play with']
7308,嬀,"['name of a river in Shanxi', 'crafty']"
7309,嬁,[]
7310,嬈,"['graceful', 'charming', 'fascinating']"
7311,嬗,['succession to the throne']
7312,嬴,"['to win', 'to have surplus', 'surname']"
7313,嬙,['lady']
7314,嬛,"['apt', 'clever', 'sycophant', 'flatterer']"
7315,嬝,"['delicate', 'graceful']"
7316,嬡,['(your) daughter']
7317,嬥,"['slim, well proportioned, beautiful body', 'charming', 'captivating', 'ancient Chinese play']"
7318,嬭,"['milk', 'suckle', 'breasts']"
7319,嬸,"[""wife of father's younger brother""]"
7320,孁,['shrine maiden']
7321,孋,[]
7322,孌,"['lovely', 'beautiful', 'docile', 'obedient']"
7323,孒,['larvae of the mosquito']
7324,孖,['twins']
7325,孞,[]
7326,孨,[]
7327,孮,[]
7328,孯,[]
7329,孼,"['misfortune', 'sin', 'evil']"
7330,孽,"['evil', 'son of concubine', 'ghost']"
7331,孾,"['baby (especially a girl)', 'infant']"
7332,孿,['twins']
7333,宁,"['calm', 'peaceful', 'serene', 'healthy']"
7334,宄,"['traitor', 'villain']"
7335,宆,[]
7336,宊,[]
7337,宎,[]
7338,宐,[]
7339,宑,[]
7340,宓,"['quiet', 'silent', 'in good health']"
7341,宔,[]
7342,宖,[]
7343,宨,[]
7344,宩,[]
7345,宬,"['archives', 'surname']"
7346,宭,[]
7347,宯,[]
7348,宱,[]
7349,宲,[]
7350,宷,[]
7351,宺,[]
7352,宼,"['tyrannical', 'cruel', 'to rob', 'to plunder', 'bandits', 'thieves', 'highwaymen']"
7353,寀,['feudal estate']
7354,寁,"['quick', 'fast']"
7355,寍,['used as a term of comparison']
7356,寏,[]
7357,寖,"['gradually', 'step by step', 'little']"
7358,寗,"['surname', 'peaceful', 'rather']"
7359,寘,"['put aside', 'put down', 'discard']"
7360,寙,[]
7361,寚,"['precious', 'rear', 'valuable treasure', 'bullion a jewel']"
7362,寠,"['poor', 'impoverished']"
7363,寯,[]
7364,寱,[]
7365,寴,[]
7366,寽,"['handful', 'pinch']"
7367,尌,['standing (something) up']
7368,尗,"['younger of brothers', ""father's younger brother"", 'younger brother of a husband']"
7369,尞,['fuel used for sacrifices']
7370,尟,"['surname', 'fresh']"
7371,尣,['lame']
7372,尦,[]
7373,尩,"['weak', 'rickety person', 'emaciated']"
7374,尫,['lame']
7375,尬,"['limp', 'staggering gait', 'embarrass']"
7376,尮,[]
7377,尰,['swell']
7378,尲,"['limp', 'be embarrassed']"
7379,尵,[]
7380,尶,"['embarrassed', 'ill at ease']"
7381,屙,['to ease nature']
7382,屚,"['leak', 'escape', 'time']"
7383,屜,"['drawer', 'tray', 'pad', 'screen']"
7384,屢,"['frequently', 'often', 'again & again']"
7385,屣,['straw sandals or slippers that have no heel-backs']
7386,屧,"['wooden shoes', 'clogs']"
7387,屨,"['straw sandals', 'tread on']"
7388,屩,['straw sandals']
7389,屭,"['gigantic strength', 'Hercules']"
7390,屰,['disobedient']
7391,屴,['lofty']
7392,屵,[]
7393,屺,['hill with trees or grass (some give the opposite meaning)']
7394,屻,[]
7395,屼,"['mountain', 'bare hill']"
7396,屽,[]
7397,岇,[]
7398,岈,[]
7399,岊,['foothill']
7400,岏,[]
7401,岒,[]
7402,岝,['name of mountain in Shandong']
7403,岟,[]
7404,岠,[]
7405,岢,[]
7406,岣,['hill in Hunan']
7407,岦,[]
7408,岪,[]
7409,岲,[]
7410,岴,[]
7411,岵,['hill']
7412,岺,"['mountain ridge', 'mountain peak']"
7413,峉,[]
7414,峋,['ranges of hills stretching on beyond another irregular peaks']
7415,峒,['mountain in Gansu province']
7416,峝,['Mountain in Gansu province']
7417,峗,[]
7418,峮,[]
7419,峱,['name of a mountain']
7420,峲,[]
7421,峴,"['steep hill', 'mountain in Hubei']"
7422,崁,['place in Taiwan']
7423,崆,['Kongtong mountain']
7424,崍,['mountain in Sichuan province']
7425,崒,"['rocky peaks', 'lofty and dangerous']"
7426,崫,[]
7427,崣,[]
7428,崤,['mountain in Henan']
7429,崦,"['mountain in Kansu, where there is a cave into which the sun is said to sink at night']"
7430,崧,"['high mountain', 'lofty', 'eminent']"
7431,崱,['lofty']
7432,崴,"['high', 'lofty', 'precipitous']"
7433,崹,[]
7434,崽,"['child', 'servant', 'diminutive']"
7435,崿,['cliffs']
7436,嵂,['lofty']
7437,嵃,[]
7438,嵆,"['mountain in Henan', 'surname']"
7439,嵈,[]
7440,嵕,[]
7441,嵑,[]
7442,嵙,['place name']
7443,嵊,"['district in Shaohsing', 'Chekiang']"
7444,嵟,[]
7445,嵠,"['valley with a stream in it', 'gorge']"
7446,嵡,[]
7447,嵢,[]
7448,嵤,[]
7449,嵪,[]
7450,嵭,[]
7451,嵰,[]
7452,嵹,[]
7453,嵺,[]
7454,嵾,['uneven']
7455,嵿,[]
7456,嶁,['Goulou mountain peak in Hunan']
7457,嶃,[]
7458,嶈,[]
7459,嶊,[]
7460,嶒,"['towering', 'lofty', 'steep']"
7461,嶓,"['Boshan', 'mountain in Shaanxi']"
7462,嶔,"['lofty', 'towering']"
7463,嶕,[]
7464,嶙,['precipitous']
7465,嶛,[]
7466,嶟,[]
7467,嶠,['high pointed mountain']
7468,嶧,"['range of peaks', 'name of mountain']"
7469,嶫,[]
7470,嶰,['gorge']
7471,嶴,['island']
7472,嶸,"['high', 'steep', 'lofty', 'towering']"
7473,嶹,[]
7474,巃,['lofty']
7475,巇,"['crack', 'hazardous', 'steep']"
7476,巋,"['grand', 'stately', 'secure', 'lasting']"
7477,巐,[]
7478,巎,[]
7479,巘,"['summit', 'peak']"
7480,巙,[]
7481,巠,"['streams running underground', 'flowing water']"
7482,巤,"['mane', 'bristles, as on a hog', 'dorsal fins']"
7483,巩,"['bind', 'firm', 'secure', 'strong']"
7484,巸,[]
7485,巹,[]
7486,帀,"['to go round', 'to make a circuit', 'to make a revolution', 'to turn round']"
7487,帇,[]
7488,帍,[]
7489,帒,"['bag', 'sack', 'case', 'pocket', 'pouch']"
7490,帔,"['skirt', 'long robe for women, having no sleeves and fasten down the front']"
7491,帕,"['turban', 'kerchief', 'veil', 'wrap']"
7492,帘,['flag-sign of a tavern']
7493,帟,['tent']
7494,帠,[]
7495,帮,"['help', 'assist', 'defend', 'shoe upper']"
7496,帨,"['handkerchief', 'kerchief', 'shawl']"
7497,帲,['shelter']
7498,帵,"['remnants', ""tailor's cutting""]"
7499,帾,[]
7500,幋,['belt']
7501,幐,[]
7502,幉,[]
7503,幑,[]
7504,幖,[]
7505,幘,"['turban', 'conical cap']"
7506,幛,"['scroll of silk', 'cloth presented']"
7507,幜,[]
7508,幞,['turban']
7509,幨,['curtain']
7510,幪,"['cover', 'shelter', 'screen', 'protect']"
7511,幫,"['help', 'assist', 'defend', 'shoe upper']"
7512,幬,"['cover up', 'curtain']"
7513,幭,['cover']
7514,幮,['curtain']
7515,幰,['curtain at front of carriage']
7516,庀,"['to prepare', 'to regulate', 'to hand up']"
7517,庋,"['cupboard', 'pantry', 'to store']"
7518,庎,[]
7519,庢,[]
7520,庤,['prepare']
7521,庥,"['shade', 'shelter', 'protection']"
7522,庨,[]
7523,庪,[]
7524,庬,"['abundant', 'mixed']"
7525,庱,[]
7526,庳,['low-built house']
7527,庽,[]
7528,庾,"['granary', 'storehouse']"
7529,庿,[]
7530,廆,"['room', 'the wall of a house', ""man's name""]"
7531,廌,['unicorn']
7532,廋,"['conceal', 'hide', 'search for', 'seek']"
7533,廎,['room']
7534,廑,"['hut', 'careful']"
7535,廒,[]
7536,廔,[]
7537,廕,"['shade', 'protect', 'cover']"
7538,廜,[]
7539,廞,['to prepare horses and chariots for battle']
7540,廥,[]
7541,廫,[]
7542,异,"['different', 'unusual', 'strange']"
7543,弆,[]
7544,弇,"['cover over', 'hide', 'narrow-necked']"
7545,弈,['Chinese chess']
7546,弎,['three']
7547,弙,[]
7548,弜,[]
7549,弝,['the part of a bow grasped when shooting']
7550,弡,[]
7551,弢,"['bow case', 'scabbard', 'sheathe']"
7552,弣,['middle']
7553,弤,['bow']
7554,弨,['bow']
7555,弫,[]
7556,弬,[]
7557,弮,['cross-bow which discharged several bolts in succession']
7558,弰,['ends of bow']
7559,弴,['red lacquer bow']
7560,弶,[]
7561,弻,[]
7562,弽,"[""archer's glove""]"
7563,弿,[]
7564,彀,"['enough', 'adequate fully', 'quite']"
7565,彄,"['nock at end of bow', 'stretch']"
7566,彅,[]
7567,彇,[]
7568,彍,['to draw a bow to the full']
7569,彐,"['snout', ""pig's head radical (no. 58)""]"
7570,彔,['to carve wood']
7571,彘,['swine']
7572,彛,"['yi', 'tripod', 'wine vessel', 'rule']"
7573,彠,[]
7574,彣,[]
7575,彤,"['red', 'vermilion', 'name of ancient']"
7576,彧,"['refined', 'cultured', 'polished']"
7577,彯,[]
7578,彲,['yellow dragon']
7579,彴,['bridge']
7580,彵,[]
7581,彸,"['restless', 'agitated']"
7582,彺,[]
7583,彽,"['low', 'humble']"
7584,彾,[]
7585,徉,"['wonder', 'rove', 'stray', 'hesitating']"
7586,徍,[]
7587,徏,[]
7588,徖,[]
7589,徜,"['walking and fro', 'lingering', 'wander']"
7590,徝,[]
7591,徢,[]
7592,徧,"['everywhere', 'all over', 'all around', 'revolve']"
7593,徫,[]
7594,徤,[]
7595,徬,"['wander about', 'walk along side of']"
7596,徯,"['wait for', 'await', 'expect', 'hope']"
7597,徰,[]
7598,徱,[]
7599,徸,[]
7600,忄,"['heart', 'standing heart radical variant (no. 61)']"
7601,忇,['great achievement']
7602,忈,[]
7603,忉,"['grieved', 'distressed in mind']"
7604,忋,"['to rely on', 'look up to']"
7605,忐,"['timorous', 'nervous']"
7606,忑,"['fearful', 'nervous', 'timid']"
7607,忒,"['excessive', 'too', 'very-usually of objectionable things', 'to err', 'to mistake', 'changeable']"
7608,忓,['concerned about']
7609,忔,"['to be delighted', 'to dislike', 'to have no need for']"
7610,忞,"['exert oneself', 'restless', ""unaware of one's feelings""]"
7611,忡,"['ill at ease', 'distressed']"
7612,忢,"['enlightenment', 'perceive', 'discern', 'realize', 'understand']"
7613,忨,[]
7614,忩,"['rush', 'hurry', 'be flustered']"
7615,忪,"['quiet', 'calm', 'tranquil', 'peaceful']"
7616,忬,[]
7617,忭,"['delighted', 'pleased']"
7618,忮,"['stubborn', 'perverse', 'aggressive']"
7619,忯,"['to be fond of', 'to love', 'to be respectful of']"
7620,忲,['extravagant']
7621,忳,"['anguish', 'grieve', 'ignorant', 'foolish']"
7622,忶,[]
7623,忺,[]
7624,忼,"['weep', 'grieve']"
7625,怇,[]
7626,怊,"['grieve', 'sorrowful']"
7627,怍,['to be ashamed']
7628,怓,[]
7629,怔,['disease resembling neurosis']
7630,怗,"['observant', 'peaceful', 'submissive']"
7631,怘,"['protect', 'safeguard']"
7632,怚,"['dull', 'stupid', 'suspicious']"
7633,怟,[]
7634,怤,"['think', 'look forward to']"
7635,怭,['rude']
7636,怳,"['wild', 'mad', 'flurried']"
7637,怵,"['fear', 'be afraid', 'shy', 'timid']"
7638,恀,[]
7639,恇,['fear']
7640,恈,[]
7641,恉,"['meaning', 'purport', 'drift']"
7642,恌,"['to worry', 'frivolous']"
7643,恑,"['to change', 'to alter', 'to accommodate oneself to']"
7644,恔,"['cheerful', 'bright', 'sagacious']"
7645,恖,[]
7646,恗,[]
7647,恝,"['carefree', 'indifferent manner']"
7648,恡,"['stingy', 'sparing of', 'close-fisted']"
7649,恧,"['ashamed', 'embarrassed']"
7650,恱,[]
7651,恾,[]
7652,恿,"['instigate', 'incite', 'to alarm']"
7653,悂,[]
7654,悆,['happy']
7655,悈,[]
7656,悊,"['wise', 'to know intuitively']"
7657,悎,[]
7658,悑,"['dreadful', 'be frightened', 'fearful']"
7659,悓,[]
7660,悕,"['pray in earnest', 'be sorrowful', 'lament']"
7661,悘,[]
7662,悝,"['to laugh at', 'to pity', 'afflicted', 'sad']"
7663,悞,"['impede', 'neglect', 'delay']"
7664,悢,[]
7665,悤,"['agitated', 'restless', 'hurried']"
7666,悥,[]
7667,您,"['honorific for ""you""']"
7668,悰,"['enjoy', 'amuse', 'please', 'joy']"
7669,悱,['to be desirous of speaking']
7670,悷,[]
7671,悻,"['anger', 'vexation', 'angry', 'indignant']"
7672,悾,"['naive', 'guileless', 'simple-minded']"
7673,惂,[]
7674,惄,"['long for', 'hungry']"
7675,惈,"['resolute', 'determined']"
7676,惉,[]
7677,惊,"['frighten', 'surprise', 'startle']"
7678,惋,"['regret', 'be sorry', 'alarmed']"
7679,惎,"['injure', 'harm', 'murder']"
7680,惏,"['avaricious', 'greedy', 'cold']"
7681,惔,['cheerful']
7682,惕,"['be cautious', 'careful', 'alert']"
7683,惙,"['sad', 'melancholy', 'grieving', 'mourn']"
7684,惛,"['confused', 'stupid', 'dull', 'senile']"
7685,惝,"['dejected', 'dispirited', 'vague', 'faint', 'grand']"
7686,惞,[]
7687,惢,[]
7688,惥,[]
7689,惲,"['devise', 'plan', 'deliberate', 'consul']"
7690,惵,"['fear', 'worry over', 'fill', 'satisfy', 'calm', 'at ease', 'tranquil']"
7691,惸,"['troubled', 'worried', 'distressed']"
7692,惼,['narrow-minded']
7693,惽,['confused']
7694,愂,[]
7695,愇,[]
7696,愊,"['sincere', 'honest', 'depressed']"
7697,愌,[]
7698,愐,"['bashful', 'to consider']"
7699,愑,[]
7700,愒,"['rest', 'stop', 'cover']"
7701,愓,['profligate']
7702,愔,"['comfortable', 'contented', 'peaceful']"
7703,愖,[]
7704,愗,[]
7705,愙,[]
7706,愜,"['be satisfied', 'be comfortable']"
7707,愞,"['timid', 'apprehensive']"
7708,愢,[]
7709,愪,"['to be grieved', 'sad']"
7710,愫,"['guileless', 'sincere', 'honest']"
7711,愰,"['clearness of mind', 'doubtful', 'uncertain']"
7712,愱,[]
7713,愵,[]
7714,愶,[]
7715,愷,"['enjoy', 'be contented', 'joyful']"
7716,愹,[]
7717,慁,"['dishonor', 'disobey', 'insult']"
7718,慅,['agitated']
7719,慆,"['excessive', 'dissolute', 'delighted']"
7720,慉,"['to bring up', 'to raise']"
